"","STRATA","STRATA_AREA","PLOT","PLOT_AREA","DBH","TH","OBS","DH","TH_EST","CSA","AGE","VWB","VWOB"
"25",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"26",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"27",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"28",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"29",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"30",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"31",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"32",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"33",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"34",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"35",2,45,1,810,14.5,NA,"N",25.04,24.3386512680172,0.0165129963854313,66.1,0.193610446286153,0.169189287579044
"36",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"37",2,45,1,810,16,NA,"N",25.04,25.1060885095487,0.0201061929829747,66.1,0.240437069841134,0.210928305224979
"38",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"39",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"40",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"41",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"42",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"43",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"44",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"45",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"46",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"47",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"48",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"49",2,45,1,810,10,NA,"N",25.04,20.9691236136726,0.00785398163397448,66.1,0.0831262042999248,0.0716632684566477
"50",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"51",2,45,1,810,14.5,NA,"N",25.04,24.3386512680172,0.0165129963854313,66.1,0.193610446286153,0.169189287579044
"52",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"53",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"54",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"55",2,45,1,810,14.5,NA,"N",25.04,24.3386512680172,0.0165129963854313,66.1,0.193610446286153,0.169189287579044
"56",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"57",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"58",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"59",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"60",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"61",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"62",2,45,1,810,15.5,NA,"N",25.04,24.8642188842499,0.0188691908756237,66.1,0.224278460687628,0.196503836744779
"63",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"64",2,45,1,810,14.5,NA,"N",25.04,24.3386512680172,0.0165129963854313,66.1,0.193610446286153,0.169189287579044
"65",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"66",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"67",2,45,1,810,12,NA,"N",25.04,22.7161794758703,0.0113097335529233,66.1,0.126631457631815,0.109870631671382
"68",2,45,1,810,16.5,25.9,"D",25.04,25.9,0.0213824649984955,66.1,0.262156361429234,0.230086620231125
"69",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"70",2,45,1,810,15.5,NA,"N",25.04,24.8642188842499,0.0188691908756237,66.1,0.224278460687628,0.196503836744779
"71",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"72",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"73",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"74",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"75",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"76",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"77",2,45,1,810,13.5,NA,"N",25.04,23.7489072274088,0.0143138815279185,66.1,0.165151225342695,0.143923030971753
"78",2,45,1,810,12.5,NA,"N",25.04,23.0826833314922,0.0122718463030851,66.1,0.138913301842366,0.120708013721604
"79",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"80",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"81",2,45,1,810,15.5,NA,"N",25.04,24.8642188842499,0.0188691908756237,66.1,0.224278460687628,0.196503836744779
"82",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"83",2,45,1,810,13,NA,"N",25.04,23.4262408141127,0.0132732289614169,66.1,0.151753788339876,0.132058933892745
"84",2,45,1,810,14.5,NA,"N",25.04,24.3386512680172,0.0165129963854313,66.1,0.193610446286153,0.169189287579044
"85",2,45,1,810,14.5,NA,"N",25.04,24.3386512680172,0.0165129963854313,66.1,0.193610446286153,0.169189287579044
"86",2,45,1,810,15.5,NA,"N",25.04,24.8642188842499,0.0188691908756237,66.1,0.224278460687628,0.196503836744779
"87",2,45,1,810,15,NA,"N",25.04,24.6087924076848,0.0176714586764426,66.1,0.208669105074886,0.182590709419849
"88",2,45,1,810,14,NA,"N",25.04,24.0525042162179,0.01539380400259,66.1,0.179103973833291,0.156299938469793
"89",2,45,1,810,12,NA,"N",25.04,22.7161794758703,0.0113097335529233,66.1,0.126631457631815,0.109870631671382
"90",2,45,1,810,16,24.8,"D",25.04,24.8,0.0201061929829747,66.1,0.237867138596925,0.208764722702245
"91",2,45,2,810,13,23.2,"N",23.76,23.2,0.0132732289614169,66.1,0.150469119274919,0.130986134954464
"92",2,45,2,810,14.5,23.6,"N",23.76,23.6,0.0165129963854313,66.1,0.18845317637994,0.164862907474688
"93",2,45,2,810,14.5,24.2,"N",23.76,24.2,0.0165129963854313,66.1,0.192643878509127,0.168378803490755
"94",2,45,2,810,15,25.6,"N",23.76,25.6,0.0176714586764426,66.1,0.216013998358244,0.188752739161535
"95",2,45,2,810,12,23.6,"N",23.76,23.6,0.0113097335529233,66.1,0.130937312228216,0.113452647013527
"96",2,45,2,810,15,25,"N",23.76,25,0.0176714586764426,66.1,0.211572272391035,0.185027368325407
"97",2,45,2,810,13.5,22.4,"N",23.76,22.4,0.0143138815279185,66.1,0.156904102579042,0.137020278752163
"98",2,45,2,810,15,25.2,"N",23.76,25.2,0.0176714586764426,66.1,0.213054300782136,0.186270726606608
"99",2,45,2,810,NA,NA,"F",23.76,NA,NA,66.1,NA,NA
"100",2,45,2,810,14,23.5,"N",23.76,23.5,0.01539380400259,66.1,0.175494645993375,0.153276628766456
"101",2,45,2,810,14,25,"N",23.76,25,0.01539380400259,66.1,0.185269901677509,0.161459068153025
"102",2,45,2,810,15.5,24.6,"N",23.76,24.6,0.0188691908756237,66.1,0.222189230761657,0.194747223889743
"103",2,45,2,810,15,24.1,"N",23.76,24.1,0.0176714586764426,66.1,0.204884752850001,0.179412395363295
"104",2,45,2,810,16,25.6,"N",23.76,25.6,0.0201061929829747,66.1,0.244575808715141,0.214410674753818
"105",2,45,2,810,15.5,24.8,"N",23.76,24.8,0.0188691908756237,66.1,0.2237709237797,0.19607716379298
"106",2,45,2,810,13,22.7,"N",23.76,22.7,0.0132732289614169,66.1,0.147624419630483,0.12860926201597
"107",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"108",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"109",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"110",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"111",2,45,2,810,14.5,NA,"N",23.76,23.318009635215,0.0165129963854313,66.1,0.186479066884874,0.163205583691086
"112",2,45,2,810,17.5,NA,"N",23.76,24.6800070044403,0.0240528187540469,66.1,0.281432043758251,0.248167464507836
"113",2,45,2,810,17,NA,"N",23.76,24.4816436187117,0.0226980069221863,66.1,0.264289470791557,0.232775443219584
"114",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"115",2,45,2,810,16.5,NA,"N",23.76,24.2730001214458,0.0213824649984955,66.1,0.247671998659638,0.217875649228316
"116",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"117",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"118",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"119",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"120",2,45,2,810,15.5,NA,"N",23.76,23.8215375671582,0.0188691908756237,66.1,0.216017466379838,0.189554101399513
"121",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"122",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"123",2,45,2,810,14.5,NA,"N",23.76,23.318009635215,0.0165129963854313,66.1,0.186479066884874,0.163205583691086
"124",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"125",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"126",2,45,2,810,13.5,NA,"N",23.76,22.752996518022,0.0143138815279185,66.1,0.159068102922924,0.138832916743392
"127",2,45,2,810,12,NA,"N",23.76,21.763576217129,0.0113097335529233,66.1,0.121967158851289,0.105984845902603
"128",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"129",2,45,2,810,15.5,24.5,"D",23.76,24.5,0.0188691908756237,66.1,0.221397787079365,0.19408160787591
"130",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"131",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"132",2,45,2,810,12,NA,"N",23.76,21.763576217129,0.0113097335529233,66.1,0.121967158851289,0.105984845902603
"133",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"134",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"135",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"136",2,45,2,810,17,NA,"N",23.76,24.4816436187117,0.0226980069221863,66.1,0.264289470791557,0.232775443219584
"137",2,45,2,810,9,NA,"N",23.76,19.0460641016192,0.00636172512351933,66.1,0.0623874118103823,0.0536807761939477
"138",2,45,2,810,13.5,NA,"N",23.76,22.752996518022,0.0143138815279185,66.1,0.159068102922924,0.138832916743392
"139",2,45,2,810,17,24.7,"D",23.76,24.7,0.0226980069221863,66.1,0.266353369427447,0.234519261251973
"140",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"141",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"142",2,45,2,810,15.5,22.3,"D",23.76,22.3,0.0188691908756237,66.1,0.203881268188518,0.179324579517421
"143",2,45,2,810,12.5,NA,"N",23.76,22.1147107291702,0.0122718463030851,66.1,0.133796617911695,0.116438943135937
"144",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"145",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"146",2,45,2,810,17,24.2,"D",23.76,24.2,0.0226980069221863,66.1,0.261624007824077,0.230522536919866
"147",2,45,2,810,15.5,NA,"N",23.76,23.8215375671582,0.0188691908756237,66.1,0.216017466379838,0.189554101399513
"148",2,45,2,810,14.5,NA,"N",23.76,23.318009635215,0.0165129963854313,66.1,0.186479066884874,0.163205583691086
"149",2,45,2,810,15.5,NA,"N",23.76,23.8215375671582,0.0188691908756237,66.1,0.216017466379838,0.189554101399513
"150",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"151",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"152",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"153",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"154",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"155",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"156",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"157",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"158",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"159",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"160",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"161",2,45,2,810,11.5,NA,"N",23.76,21.388228904088,0.0103868907109313,66.1,0.110677446269981,0.096026464125664
"162",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"163",2,45,2,810,14.5,23.1,"D",23.76,23.1,0.0165129963854313,66.1,0.184950834771156,0.161922099046309
"164",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"165",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"166",2,45,2,810,9.5,NA,"N",23.76,19.5884459461426,0.00708821842466197,66.1,0.0709514504857782,0.0611562482267569
"167",2,45,2,810,15.5,NA,"N",23.76,23.8215375671582,0.0188691908756237,66.1,0.216017466379838,0.189554101399513
"168",2,45,2,810,15.5,NA,"N",23.76,23.8215375671582,0.0188691908756237,66.1,0.216017466379838,0.189554101399513
"169",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"170",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"171",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"172",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"173",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"174",2,45,2,810,15,NA,"N",23.76,23.576822402951,0.0176714586764426,66.1,0.200983060307368,0.17613303852653
"175",2,45,2,810,14.5,NA,"N",23.76,23.318009635215,0.0165129963854313,66.1,0.186479066884874,0.163205583691086
"176",2,45,2,810,14,NA,"N",23.76,23.0438621634644,0.01539380400259,66.1,0.172506920760058,0.150772091152199
"177",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"178",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"179",2,45,2,810,13,NA,"N",23.76,22.4438611246369,0.0132732289614169,66.1,0.146164142424626,0.127388416228886
"180",2,45,2,810,16,NA,"N",23.76,24.0532643868195,0.0201061929829747,66.1,0.23158089498043,0.203468420866369
"181",2,45,3,810,13,20.9,"N",20.7,20.9,0.0132732289614169,63.1,0.13731765071721,0.119981655137942
"182",2,45,3,810,14,20.3,"N",20.7,20.3,0.01539380400259,63.1,0.154373442644217,0.135532274422964
"183",2,45,3,810,13,21,"N",20.7,21,0.0132732289614169,63.1,0.137893056253892,0.120463991223271
"184",2,45,3,810,13,19.7,"N",20.7,19.7,0.0132732289614169,63.1,0.130385614238991,0.114164299444828
"185",2,45,3,810,11.5,18.9,"N",20.7,18.9,0.0103868907109313,63.1,0.0993126401846237,0.086545445893569
"186",2,45,3,810,12,19.4,"N",20.7,19.4,0.0113097335529233,63.1,0.110281752195265,0.0962227982965237
"187",2,45,3,810,13.5,20.5,"N",20.7,20.5,0.0143138815279185,63.1,0.145181736292323,0.127183228297767
"188",2,45,3,810,13,19.5,"N",20.7,19.5,0.0132732289614169,63.1,0.129225260975602,0.113189324325687
"189",2,45,3,810,9,17.2,"N",20.7,17.2,0.00636172512351933,63.1,0.0570569891101729,0.0492723615963122
"190",2,45,3,810,13,19.4,"N",20.7,19.4,0.0132732289614169,63.1,0.128644531815007,0.112701239409886
"191",2,45,3,810,12,18.9,"N",20.7,18.9,0.0113097335529233,63.1,0.107787763565264,0.0941340143818309
"192",2,45,3,810,12,19.3,"N",20.7,19.3,0.0113097335529233,63.1,0.10978359837013,0.0958057352594921
"193",2,45,3,810,12,20,"N",20.7,20,0.0113097335529233,63.1,0.113264056182107,0.0987180499514031
"194",2,45,3,810,11.5,20,"N",20.7,20,0.0103868907109313,63.1,0.104358343520633,0.0907599416310117
"195",2,45,3,810,12.5,20.1,"N",20.7,20.1,0.0122718463030851,63.1,0.123055931654395,0.107455642463814
"196",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"197",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"198",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"199",2,45,3,810,12.5,NA,"N",20.7,19.7604030403332,0.0122718463030851,63.1,0.121232664589186,0.105927611541075
"200",2,45,3,810,14.5,NA,"N",20.7,20.8356000733233,0.0165129963854313,63.1,0.168968054061568,0.148472471537129
"201",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"202",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"203",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"204",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"205",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"206",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"207",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"208",2,45,3,810,11.5,NA,"N",20.7,19.1112616682887,0.0103868907109313,63.1,0.100284461077274,0.0873578350646072
"209",2,45,3,810,12.5,NA,"N",20.7,19.7604030403332,0.0122718463030851,63.1,0.121232664589186,0.105927611541075
"210",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"211",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"212",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"213",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"214",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"215",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"216",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"217",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"218",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"219",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"220",2,45,3,810,12.5,NA,"N",20.7,19.7604030403332,0.0122718463030851,63.1,0.121232664589186,0.105927611541075
"221",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"222",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"223",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"224",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"225",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"226",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"227",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"228",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"229",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"230",2,45,3,810,11,NA,"N",20.7,18.7519770849083,0.00950331777710912,63.1,0.0905455229092365,0.0787496915810248
"231",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"232",2,45,3,810,11.5,NA,"N",20.7,19.1112616682887,0.0103868907109313,63.1,0.100284461077274,0.0873578350646072
"233",2,45,3,810,10.5,NA,"N",20.7,18.3662202419233,0.00865901475145687,63.1,0.081298832701947,0.0705930879870057
